date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:10	56/56	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2004%20Aug%202023%2014:32:08%20GMT	http://lusion.co/cn/work/open-continents	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/open-continents.51.delayed	(from https://lusion.co/cn/)
20:02:10	21320/21320	---MCZ	200	added ('OK')	text/html	etag:%22637a057765e5d5fa5b021232c455a4cc-ssl-df%22	https://lusion.co/cn/work/kaos-logo-generator/	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/kaos-logo-generator/index.html	(from https://lusion.co/cn/)
20:02:11	5448/5448	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22c971ec88aaf25eae7f8a197a0158db0d-ssl-df%22	https://lusion.co/cn/work/open-continents	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/open-continents.52.delayed	(from https://lusion.co/cn/)
20:02:11	54/54	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2004%20Aug%202023%2014:32:09%20GMT	http://lusion.co/cn/work/particle-love	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/particle-love.53.delayed	(from https://lusion.co/cn/)
20:02:12	15583/15583	---MCZ	200	added ('OK')	text/html	etag:%22c971ec88aaf25eae7f8a197a0158db0d-ssl-df%22	https://lusion.co/cn/work/open-continents/	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/open-continents/index.html	(from https://lusion.co/cn/)
20:02:12	5731/5731	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%226fd0eb939343de5bf9d332fb1981c70c-ssl-df%22	https://lusion.co/cn/work/particle-love	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/particle-love.54.delayed	(from https://lusion.co/cn/)
20:02:12	40/40	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2004%20Aug%202023%2014:32:10%20GMT	http://lusion.co/cn/work	C:/My%20Web%20Sites/CAP/lusion.co/cn/work.55.delayed	(from https://lusion.co/cn/)
20:02:13	17281/17281	---MCZ	200	added ('OK')	text/html	etag:%226fd0eb939343de5bf9d332fb1981c70c-ssl-df%22	https://lusion.co/cn/work/particle-love/	C:/My%20Web%20Sites/CAP/lusion.co/cn/work/particle-love/index.html	(from https://lusion.co/cn/)
20:02:13	43/43	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2004%20Aug%202023%2014:32:11%20GMT	http://lusion.co/cn/contact	C:/My%20Web%20Sites/CAP/lusion.co/cn/contact.57.delayed	(from https://lusion.co/cn/)
20:02:13	13338/13338	---MCZ	200	added ('OK')	text/html	etag:%2275b014d4294534d7e2f29db72b2995e3-ssl-df%22	https://lusion.co/cn/work	C:/My%20Web%20Sites/CAP/lusion.co/cn/work.html	(from https://lusion.co/cn/)
20:02:14	13338/13338	---MCZ	200	added ('OK')	text/html	etag:%2275b014d4294534d7e2f29db72b2995e3-ssl-df%22	https://lusion.co/cn/contact	C:/My%20Web%20Sites/CAP/lusion.co/cn/contact.html	(from https://lusion.co/cn/)
